Time	Node	Type	Packets	
32	RouterNet	CacheHits	73
32	RouterNet	CacheMisses	12
32.5	RouterNet	CacheHits	22
32.5	RouterNet	CacheMisses	65
33	RouterNet	CacheHits	46
33	RouterNet	CacheMisses	45
33.5	RouterNet	CacheHits	45
33.5	RouterNet	CacheMisses	45
34	RouterNet	CacheHits	50
34	RouterNet	CacheMisses	40
34.5	RouterNet	CacheHits	44
34.5	RouterNet	CacheMisses	41
35	RouterNet	CacheHits	33
35	RouterNet	CacheMisses	54
35.5	RouterNet	CacheHits	45
35.5	RouterNet	CacheMisses	45
36	RouterNet	CacheHits	67
36	RouterNet	CacheMisses	46
36.5	RouterNet	CacheHits	46
36.5	RouterNet	CacheMisses	19
37	RouterNet	CacheHits	1
37	RouterNet	CacheMisses	88
37.5	RouterNet	CacheHits	22
37.5	RouterNet	CacheMisses	64
38	RouterNet	CacheHits	76
38	RouterNet	CacheMisses	13
38.5	RouterNet	CacheHits	76
38.5	RouterNet	CacheMisses	14
39	RouterNet	CacheHits	4
39	RouterNet	CacheMisses	83
39.5	RouterNet	CacheHits	0
39.5	RouterNet	CacheMisses	92
40	RouterNet	CacheHits	40
40	RouterNet	CacheMisses	52
40.5	RouterNet	CacheHits	91
40.5	RouterNet	CacheMisses	2
41	RouterNet	CacheHits	85
41	RouterNet	CacheMisses	0
41.5	RouterNet	CacheHits	41
41.5	RouterNet	CacheMisses	40
42	RouterNet	CacheHits	46
42	RouterNet	CacheMisses	45
42.5	RouterNet	CacheHits	29
42.5	RouterNet	CacheMisses	57
43	RouterNet	CacheHits	16
43	RouterNet	CacheMisses	70
43.5	RouterNet	CacheHits	55
43.5	RouterNet	CacheMisses	35
44	RouterNet	CacheHits	74
44	RouterNet	CacheMisses	14
44.5	RouterNet	CacheHits	13
44.5	RouterNet	CacheMisses	73
45	RouterNet	CacheHits	43
45	RouterNet	CacheMisses	43
45.5	RouterNet	CacheHits	48
45.5	RouterNet	CacheMisses	37
46	RouterNet	CacheHits	67
46	RouterNet	CacheMisses	23
46.5	RouterNet	CacheHits	24
46.5	RouterNet	CacheMisses	58
47	RouterNet	CacheHits	46
47	RouterNet	CacheMisses	46
47.5	RouterNet	CacheHits	45
47.5	RouterNet	CacheMisses	45
48	RouterNet	CacheHits	56
48	RouterNet	CacheMisses	34
48.5	RouterNet	CacheHits	44
48.5	RouterNet	CacheMisses	40
49	RouterNet	CacheHits	20
49	RouterNet	CacheMisses	67
49.5	RouterNet	CacheHits	45
49.5	RouterNet	CacheMisses	46
50	RouterNet	CacheHits	68
50	RouterNet	CacheMisses	45
50.5	RouterNet	CacheHits	45
50.5	RouterNet	CacheMisses	46
51	RouterNet	CacheHits	46
51	RouterNet	CacheMisses	36
51.5	RouterNet	CacheHits	45
51.5	RouterNet	CacheMisses	26
52	RouterNet	CacheHits	33
52	RouterNet	CacheMisses	52
52.5	RouterNet	CacheHits	16
52.5	RouterNet	CacheMisses	70
53	RouterNet	CacheHits	45
53	RouterNet	CacheMisses	46
53.5	RouterNet	CacheHits	46
53.5	RouterNet	CacheMisses	45
54	RouterNet	CacheHits	45
54	RouterNet	CacheMisses	46
54.5	RouterNet	CacheHits	77
54.5	RouterNet	CacheMisses	10
55	RouterNet	CacheHits	38
55	RouterNet	CacheMisses	49
55.5	RouterNet	CacheHits	43
55.5	RouterNet	CacheMisses	42
56	RouterNet	CacheHits	47
56	RouterNet	CacheMisses	41
56.5	RouterNet	CacheHits	16
56.5	RouterNet	CacheMisses	64
57	RouterNet	CacheHits	45
57	RouterNet	CacheMisses	45
57.5	RouterNet	CacheHits	29
57.5	RouterNet	CacheMisses	55
58	RouterNet	CacheHits	10
58	RouterNet	CacheMisses	85
58.5	RouterNet	CacheHits	12
58.5	RouterNet	CacheMisses	87
59	RouterNet	CacheHits	45
59	RouterNet	CacheMisses	87
59.5	RouterNet	CacheHits	30
59.5	RouterNet	CacheMisses	61
60	RouterNet	CacheHits	46
60	RouterNet	CacheMisses	46
60.5	RouterNet	CacheHits	45
60.5	RouterNet	CacheMisses	45
61	RouterNet	CacheHits	46
61	RouterNet	CacheMisses	46
61.5	RouterNet	CacheHits	45
61.5	RouterNet	CacheMisses	45
62	RouterNet	CacheHits	46
62	RouterNet	CacheMisses	46
62.5	RouterNet	CacheHits	45
62.5	RouterNet	CacheMisses	42
63	RouterNet	CacheHits	44
63	RouterNet	CacheMisses	45
63.5	RouterNet	CacheHits	46
63.5	RouterNet	CacheMisses	46
64	RouterNet	CacheHits	45
64	RouterNet	CacheMisses	45
64.5	RouterNet	CacheHits	46
64.5	RouterNet	CacheMisses	46
65	RouterNet	CacheHits	45
65	RouterNet	CacheMisses	45
65.5	RouterNet	CacheHits	46
65.5	RouterNet	CacheMisses	46
66	RouterNet	CacheHits	45
66	RouterNet	CacheMisses	45
66.5	RouterNet	CacheHits	46
66.5	RouterNet	CacheMisses	46
67	RouterNet	CacheHits	45
67	RouterNet	CacheMisses	45
67.5	RouterNet	CacheHits	46
67.5	RouterNet	CacheMisses	46
68	RouterNet	CacheHits	33
68	RouterNet	CacheMisses	53
68.5	RouterNet	CacheHits	0
68.5	RouterNet	CacheMisses	86
69	RouterNet	CacheHits	0
69	RouterNet	CacheMisses	81
69.5	RouterNet	CacheHits	0
69.5	RouterNet	CacheMisses	89
70	RouterNet	CacheHits	0
70	RouterNet	CacheMisses	88
70.5	RouterNet	CacheHits	0
70.5	RouterNet	CacheMisses	91
71	RouterNet	CacheHits	34
71	RouterNet	CacheMisses	55
71.5	RouterNet	CacheHits	45
71.5	RouterNet	CacheMisses	46
72	RouterNet	CacheHits	59
72	RouterNet	CacheMisses	28
72.5	RouterNet	CacheHits	55
72.5	RouterNet	CacheMisses	33
73	RouterNet	CacheHits	58
73	RouterNet	CacheMisses	24
73.5	RouterNet	CacheHits	91
73.5	RouterNet	CacheMisses	0
74	RouterNet	CacheHits	48
74	RouterNet	CacheMisses	40
74.5	RouterNet	CacheHits	45
74.5	RouterNet	CacheMisses	38
75	RouterNet	CacheHits	44
75	RouterNet	CacheMisses	45
75.5	RouterNet	CacheHits	41
75.5	RouterNet	CacheMisses	46
76	RouterNet	CacheHits	44
76	RouterNet	CacheMisses	42
76.5	RouterNet	CacheHits	43
76.5	RouterNet	CacheMisses	45
77	RouterNet	CacheHits	46
77	RouterNet	CacheMisses	45
77.5	RouterNet	CacheHits	43
77.5	RouterNet	CacheMisses	39
78	RouterNet	CacheHits	44
78	RouterNet	CacheMisses	45
78.5	RouterNet	CacheHits	45
78.5	RouterNet	CacheMisses	46
79	RouterNet	CacheHits	46
79	RouterNet	CacheMisses	37
79.5	RouterNet	CacheHits	44
79.5	RouterNet	CacheMisses	46
80	RouterNet	CacheHits	43
80	RouterNet	CacheMisses	46
80.5	RouterNet	CacheHits	45
80.5	RouterNet	CacheMisses	45
81	RouterNet	CacheHits	44
81	RouterNet	CacheMisses	38
81.5	RouterNet	CacheHits	62
81.5	RouterNet	CacheMisses	46
82	RouterNet	CacheHits	89
82	RouterNet	CacheMisses	37
82.5	RouterNet	CacheHits	88
82.5	RouterNet	CacheMisses	46
83	RouterNet	CacheHits	80
83	RouterNet	CacheMisses	42
83.5	RouterNet	CacheHits	43
83.5	RouterNet	CacheMisses	42
84	RouterNet	CacheHits	46
84	RouterNet	CacheMisses	45
84.5	RouterNet	CacheHits	2
84.5	RouterNet	CacheMisses	42
85	RouterNet	CacheHits	0
85	RouterNet	CacheMisses	41
85.5	RouterNet	CacheHits	0
85.5	RouterNet	CacheMisses	46
86	RouterNet	CacheHits	31
86	RouterNet	CacheMisses	42
86.5	RouterNet	CacheHits	43
86.5	RouterNet	CacheMisses	45
87	RouterNet	CacheHits	46
87	RouterNet	CacheMisses	41
87.5	RouterNet	CacheHits	44
87.5	RouterNet	CacheMisses	43
88	RouterNet	CacheHits	43
88	RouterNet	CacheMisses	45
88.5	RouterNet	CacheHits	45
88.5	RouterNet	CacheMisses	43
89	RouterNet	CacheHits	44
89	RouterNet	CacheMisses	45
89.5	RouterNet	CacheHits	44
89.5	RouterNet	CacheMisses	41
90	RouterNet	CacheHits	45
90	RouterNet	CacheMisses	46
90.5	RouterNet	CacheHits	46
90.5	RouterNet	CacheMisses	42
91	RouterNet	CacheHits	43
91	RouterNet	CacheMisses	41
91.5	RouterNet	CacheHits	46
91.5	RouterNet	CacheMisses	46
92	RouterNet	CacheHits	44
92	RouterNet	CacheMisses	42
92.5	RouterNet	CacheHits	43
92.5	RouterNet	CacheMisses	41
93	RouterNet	CacheHits	46
93	RouterNet	CacheMisses	46
93.5	RouterNet	CacheHits	43
93.5	RouterNet	CacheMisses	45
94	RouterNet	CacheHits	44
94	RouterNet	CacheMisses	46
94.5	RouterNet	CacheHits	45
94.5	RouterNet	CacheMisses	37
95	RouterNet	CacheHits	46
95	RouterNet	CacheMisses	47
95.5	RouterNet	CacheHits	44
95.5	RouterNet	CacheMisses	45
96	RouterNet	CacheHits	43
96	RouterNet	CacheMisses	42
96.5	RouterNet	CacheHits	46
96.5	RouterNet	CacheMisses	46
97	RouterNet	CacheHits	45
97	RouterNet	CacheMisses	45
97.5	RouterNet	CacheHits	18
97.5	RouterNet	CacheMisses	66
98	RouterNet	CacheHits	69
98	RouterNet	CacheMisses	18
98.5	RouterNet	CacheHits	46
98.5	RouterNet	CacheMisses	45
99	RouterNet	CacheHits	45
99	RouterNet	CacheMisses	46
99.5	RouterNet	CacheHits	10
99.5	RouterNet	CacheMisses	79
100	RouterNet	CacheHits	43
100	RouterNet	CacheMisses	46
100.5	RouterNet	CacheHits	46
100.5	RouterNet	CacheMisses	45
101	RouterNet	CacheHits	69
101	RouterNet	CacheMisses	18
101.5	RouterNet	CacheHits	56
101.5	RouterNet	CacheMisses	32
102	RouterNet	CacheHits	45
102	RouterNet	CacheMisses	42
102.5	RouterNet	CacheHits	44
102.5	RouterNet	CacheMisses	45
103	RouterNet	CacheHits	41
103	RouterNet	CacheMisses	48
103.5	RouterNet	CacheHits	20
103.5	RouterNet	CacheMisses	65
104	RouterNet	CacheHits	71
104	RouterNet	CacheMisses	17
104.5	RouterNet	CacheHits	46
104.5	RouterNet	CacheMisses	45
105	RouterNet	CacheHits	45
105	RouterNet	CacheMisses	42
105.5	RouterNet	CacheHits	44
105.5	RouterNet	CacheMisses	46
106	RouterNet	CacheHits	43
106	RouterNet	CacheMisses	41
106.5	RouterNet	CacheHits	46
106.5	RouterNet	CacheMisses	42
107	RouterNet	CacheHits	44
107	RouterNet	CacheMisses	42
107.5	RouterNet	CacheHits	43
107.5	RouterNet	CacheMisses	45
108	RouterNet	CacheHits	44
108	RouterNet	CacheMisses	41
108.5	RouterNet	CacheHits	45
108.5	RouterNet	CacheMisses	43
109	RouterNet	CacheHits	46
109	RouterNet	CacheMisses	45
109.5	RouterNet	CacheHits	41
109.5	RouterNet	CacheMisses	42
110	RouterNet	CacheHits	46
110	RouterNet	CacheMisses	45
110.5	RouterNet	CacheHits	43
110.5	RouterNet	CacheMisses	42
111	RouterNet	CacheHits	46
111	RouterNet	CacheMisses	42
111.5	RouterNet	CacheHits	44
111.5	RouterNet	CacheMisses	45
112	RouterNet	CacheHits	43
112	RouterNet	CacheMisses	42
112.5	RouterNet	CacheHits	45
112.5	RouterNet	CacheMisses	46
113	RouterNet	CacheHits	22
113	RouterNet	CacheMisses	67
113.5	RouterNet	CacheHits	57
113.5	RouterNet	CacheMisses	27
114	RouterNet	CacheHits	54
114	RouterNet	CacheMisses	35
114.5	RouterNet	CacheHits	45
114.5	RouterNet	CacheMisses	45
115	RouterNet	CacheHits	44
115	RouterNet	CacheMisses	42
115.5	RouterNet	CacheHits	46
115.5	RouterNet	CacheMisses	42
116	RouterNet	CacheHits	43
116	RouterNet	CacheMisses	46
116.5	RouterNet	CacheHits	44
116.5	RouterNet	CacheMisses	45
117	RouterNet	CacheHits	45
117	RouterNet	CacheMisses	42
117.5	RouterNet	CacheHits	46
117.5	RouterNet	CacheMisses	42
118	RouterNet	CacheHits	44
118	RouterNet	CacheMisses	45
118.5	RouterNet	CacheHits	43
118.5	RouterNet	CacheMisses	41
119	RouterNet	CacheHits	46
119	RouterNet	CacheMisses	43
119.5	RouterNet	CacheHits	44
119.5	RouterNet	CacheMisses	45
120	RouterNet	CacheHits	43
120	RouterNet	CacheMisses	46
120.5	RouterNet	CacheHits	45
120.5	RouterNet	CacheMisses	41
121	RouterNet	CacheHits	46
121	RouterNet	CacheMisses	42
121.5	RouterNet	CacheHits	41
121.5	RouterNet	CacheMisses	42
122	RouterNet	CacheHits	46
122	RouterNet	CacheMisses	45
122.5	RouterNet	CacheHits	44
122.5	RouterNet	CacheMisses	46
123	RouterNet	CacheHits	45
123	RouterNet	CacheMisses	42
123.5	RouterNet	CacheHits	44
123.5	RouterNet	CacheMisses	42
124	RouterNet	CacheHits	45
124	RouterNet	CacheMisses	45
124.5	RouterNet	CacheHits	44
124.5	RouterNet	CacheMisses	42
125	RouterNet	CacheHits	44
125	RouterNet	CacheMisses	41
125.5	RouterNet	CacheHits	43
125.5	RouterNet	CacheMisses	46
126	RouterNet	CacheHits	45
126	RouterNet	CacheMisses	45
126.5	RouterNet	CacheHits	46
126.5	RouterNet	CacheMisses	43
127	RouterNet	CacheHits	44
127	RouterNet	CacheMisses	41
127.5	RouterNet	CacheHits	43
127.5	RouterNet	CacheMisses	46
128	RouterNet	CacheHits	46
128	RouterNet	CacheMisses	45
128.5	RouterNet	CacheHits	45
128.5	RouterNet	CacheMisses	46
129	RouterNet	CacheHits	46
129	RouterNet	CacheMisses	38
129.5	RouterNet	CacheHits	44
129.5	RouterNet	CacheMisses	45
130	RouterNet	CacheHits	43
130	RouterNet	CacheMisses	42
130.5	RouterNet	CacheHits	45
130.5	RouterNet	CacheMisses	41
131	RouterNet	CacheHits	44
131	RouterNet	CacheMisses	46
131.5	RouterNet	CacheHits	44
131.5	RouterNet	CacheMisses	42
132	RouterNet	CacheHits	43
132	RouterNet	CacheMisses	42
132.5	RouterNet	CacheHits	43
132.5	RouterNet	CacheMisses	41
133	RouterNet	CacheHits	46
133	RouterNet	CacheMisses	46
133.5	RouterNet	CacheHits	46
133.5	RouterNet	CacheMisses	45
134	RouterNet	CacheHits	45
134	RouterNet	CacheMisses	42
134.5	RouterNet	CacheHits	42
134.5	RouterNet	CacheMisses	46
135	RouterNet	CacheHits	45
135	RouterNet	CacheMisses	45
135.5	RouterNet	CacheHits	46
135.5	RouterNet	CacheMisses	38
136	RouterNet	CacheHits	41
136	RouterNet	CacheMisses	46
136.5	RouterNet	CacheHits	46
136.5	RouterNet	CacheMisses	45
137	RouterNet	CacheHits	45
137	RouterNet	CacheMisses	42
137.5	RouterNet	CacheHits	44
137.5	RouterNet	CacheMisses	42
138	RouterNet	CacheHits	44
138	RouterNet	CacheMisses	42
138.5	RouterNet	CacheHits	28
138.5	RouterNet	CacheMisses	60
139	RouterNet	CacheHits	0
139	RouterNet	CacheMisses	87
139.5	RouterNet	CacheHits	0
139.5	RouterNet	CacheMisses	91
140	RouterNet	CacheHits	0
140	RouterNet	CacheMisses	91
140.5	RouterNet	CacheHits	0
140.5	RouterNet	CacheMisses	88
141	RouterNet	CacheHits	0
141	RouterNet	CacheMisses	82
141.5	RouterNet	CacheHits	0
141.5	RouterNet	CacheMisses	90
142	RouterNet	CacheHits	0
142	RouterNet	CacheMisses	87
142.5	RouterNet	CacheHits	0
142.5	RouterNet	CacheMisses	91
143	RouterNet	CacheHits	13
143	RouterNet	CacheMisses	72
143.5	RouterNet	CacheHits	45
143.5	RouterNet	CacheMisses	47
144	RouterNet	CacheHits	44
144	RouterNet	CacheMisses	45
144.5	RouterNet	CacheHits	45
144.5	RouterNet	CacheMisses	46
145	RouterNet	CacheHits	44
145	RouterNet	CacheMisses	45
145.5	RouterNet	CacheHits	46
145.5	RouterNet	CacheMisses	42
146	RouterNet	CacheHits	45
146	RouterNet	CacheMisses	46
146.5	RouterNet	CacheHits	46
146.5	RouterNet	CacheMisses	41
147	RouterNet	CacheHits	45
147	RouterNet	CacheMisses	46
147.5	RouterNet	CacheHits	3
147.5	RouterNet	CacheMisses	87
148	RouterNet	CacheHits	0
148	RouterNet	CacheMisses	85
148.5	RouterNet	CacheHits	0
148.5	RouterNet	CacheMisses	90
149	RouterNet	CacheHits	0
149	RouterNet	CacheMisses	88
149.5	RouterNet	CacheHits	0
149.5	RouterNet	CacheMisses	90
150	RouterNet	CacheHits	0
150	RouterNet	CacheMisses	88
150.5	RouterNet	CacheHits	41
150.5	RouterNet	CacheMisses	44
151	RouterNet	CacheHits	46
151	RouterNet	CacheMisses	41
151.5	RouterNet	CacheHits	43
151.5	RouterNet	CacheMisses	47
152	RouterNet	CacheHits	46
152	RouterNet	CacheMisses	41
152.5	RouterNet	CacheHits	44
152.5	RouterNet	CacheMisses	42
153	RouterNet	CacheHits	43
153	RouterNet	CacheMisses	42
153.5	RouterNet	CacheHits	43
153.5	RouterNet	CacheMisses	45
154	RouterNet	CacheHits	46
154	RouterNet	CacheMisses	41
154.5	RouterNet	CacheHits	44
154.5	RouterNet	CacheMisses	46
155	RouterNet	CacheHits	0
155	RouterNet	CacheMisses	87
155.5	RouterNet	CacheHits	0
155.5	RouterNet	CacheMisses	92
156	RouterNet	CacheHits	13
156	RouterNet	CacheMisses	73
156.5	RouterNet	CacheHits	43
156.5	RouterNet	CacheMisses	45
157	RouterNet	CacheHits	46
157	RouterNet	CacheMisses	42
157.5	RouterNet	CacheHits	46
157.5	RouterNet	CacheMisses	42
158	RouterNet	CacheHits	44
158	RouterNet	CacheMisses	41
158.5	RouterNet	CacheHits	45
158.5	RouterNet	CacheMisses	46
159	RouterNet	CacheHits	71
159	RouterNet	CacheMisses	41
159.5	RouterNet	CacheHits	33
159.5	RouterNet	CacheMisses	46
160	RouterNet	CacheHits	27
160	RouterNet	CacheMisses	45
160.5	RouterNet	CacheHits	45
160.5	RouterNet	CacheMisses	38
161	RouterNet	CacheHits	42
161	RouterNet	CacheMisses	46
161.5	RouterNet	CacheHits	45
161.5	RouterNet	CacheMisses	42
162	RouterNet	CacheHits	39
162	RouterNet	CacheMisses	50
162.5	RouterNet	CacheHits	0
162.5	RouterNet	CacheMisses	91
163	RouterNet	CacheHits	0
163	RouterNet	CacheMisses	89
163.5	RouterNet	CacheHits	0
163.5	RouterNet	CacheMisses	87
164	RouterNet	CacheHits	0
164	RouterNet	CacheMisses	88
164.5	RouterNet	CacheHits	39
164.5	RouterNet	CacheMisses	65
165	RouterNet	CacheHits	43
165	RouterNet	CacheMisses	41
165.5	RouterNet	CacheHits	78
165.5	RouterNet	CacheMisses	42
166	RouterNet	CacheHits	44
166	RouterNet	CacheMisses	46
166.5	RouterNet	CacheHits	10
166.5	RouterNet	CacheMisses	41
167	RouterNet	CacheHits	45
167	RouterNet	CacheMisses	42
167.5	RouterNet	CacheHits	35
167.5	RouterNet	CacheMisses	41
168	RouterNet	CacheHits	39
168	RouterNet	CacheMisses	46
168.5	RouterNet	CacheHits	45
168.5	RouterNet	CacheMisses	46
169	RouterNet	CacheHits	0
169	RouterNet	CacheMisses	86
169.5	RouterNet	CacheHits	0
169.5	RouterNet	CacheMisses	89
170	RouterNet	CacheHits	0
170	RouterNet	CacheMisses	89
170.5	RouterNet	CacheHits	29
170.5	RouterNet	CacheMisses	54
171	RouterNet	CacheHits	32
171	RouterNet	CacheMisses	53
171.5	RouterNet	CacheHits	51
171.5	RouterNet	CacheMisses	34
172	RouterNet	CacheHits	45
172	RouterNet	CacheMisses	45
172.5	RouterNet	CacheHits	19
172.5	RouterNet	CacheMisses	68
173	RouterNet	CacheHits	0
173	RouterNet	CacheMisses	82
173.5	RouterNet	CacheHits	0
173.5	RouterNet	CacheMisses	92
174	RouterNet	CacheHits	14
174	RouterNet	CacheMisses	75
174.5	RouterNet	CacheHits	41
174.5	RouterNet	CacheMisses	38
175	RouterNet	CacheHits	45
175	RouterNet	CacheMisses	42
175.5	RouterNet	CacheHits	46
175.5	RouterNet	CacheMisses	45
176	RouterNet	CacheHits	52
176	RouterNet	CacheMisses	46
176.5	RouterNet	CacheHits	85
176.5	RouterNet	CacheMisses	45
177	RouterNet	CacheHits	45
177	RouterNet	CacheMisses	43
177.5	RouterNet	CacheHits	15
177.5	RouterNet	CacheMisses	40
178	RouterNet	CacheHits	38
178	RouterNet	CacheMisses	43
178.5	RouterNet	CacheHits	28
178.5	RouterNet	CacheMisses	45
179	RouterNet	CacheHits	46
179	RouterNet	CacheMisses	46
179.5	RouterNet	CacheHits	45
179.5	RouterNet	CacheMisses	45
180	RouterNet	CacheHits	7
180	RouterNet	CacheMisses	78
180.5	RouterNet	CacheHits	46
180.5	RouterNet	CacheMisses	53
181	RouterNet	CacheHits	42
181	RouterNet	CacheMisses	60
181.5	RouterNet	CacheHits	45
181.5	RouterNet	CacheMisses	44
182	RouterNet	CacheHits	42
182	RouterNet	CacheMisses	45
182.5	RouterNet	CacheHits	42
182.5	RouterNet	CacheMisses	46
183	RouterNet	CacheHits	45
183	RouterNet	CacheMisses	41
183.5	RouterNet	CacheHits	23
183.5	RouterNet	CacheMisses	64
184	RouterNet	CacheHits	0
184	RouterNet	CacheMisses	84
184.5	RouterNet	CacheHits	47
184.5	RouterNet	CacheMisses	7
185	RouterNet	CacheHits	59
185	RouterNet	CacheMisses	24
185.5	RouterNet	CacheHits	75
185.5	RouterNet	CacheMisses	9
186	RouterNet	CacheHits	39
186	RouterNet	CacheMisses	46
186.5	RouterNet	CacheHits	12
186.5	RouterNet	CacheMisses	72
187	RouterNet	CacheHits	45
187	RouterNet	CacheMisses	46
187.5	RouterNet	CacheHits	71
187.5	RouterNet	CacheMisses	12
188	RouterNet	CacheHits	45
188	RouterNet	CacheMisses	46
188.5	RouterNet	CacheHits	2
188.5	RouterNet	CacheMisses	86
189	RouterNet	CacheHits	32
189	RouterNet	CacheMisses	53
189.5	RouterNet	CacheHits	45
189.5	RouterNet	CacheMisses	45
190	RouterNet	CacheHits	46
190	RouterNet	CacheMisses	41
190.5	RouterNet	CacheHits	50
190.5	RouterNet	CacheMisses	32
191	RouterNet	CacheHits	56
191	RouterNet	CacheMisses	34
191.5	RouterNet	CacheHits	72
191.5	RouterNet	CacheMisses	18
192	RouterNet	CacheHits	42
192	RouterNet	CacheMisses	43
192.5	RouterNet	CacheHits	20
192.5	RouterNet	CacheMisses	61
193	RouterNet	CacheHits	49
193	RouterNet	CacheMisses	36
193.5	RouterNet	CacheHits	55
193.5	RouterNet	CacheMisses	45
194	RouterNet	CacheHits	38
194	RouterNet	CacheMisses	89
194.5	RouterNet	CacheHits	7
194.5	RouterNet	CacheMisses	126
195	RouterNet	CacheHits	38
195	RouterNet	CacheMisses	94
195.5	RouterNet	CacheHits	0
195.5	RouterNet	CacheMisses	134
196	RouterNet	CacheHits	0
196	RouterNet	CacheMisses	106
196.5	RouterNet	CacheHits	25
196.5	RouterNet	CacheMisses	64
197	RouterNet	CacheHits	45
197	RouterNet	CacheMisses	46
197.5	RouterNet	CacheHits	46
197.5	RouterNet	CacheMisses	45
198	RouterNet	CacheHits	45
198	RouterNet	CacheMisses	46
198.5	RouterNet	CacheHits	46
198.5	RouterNet	CacheMisses	45
199	RouterNet	CacheHits	45
199	RouterNet	CacheMisses	46
199.5	RouterNet	CacheHits	46
199.5	RouterNet	CacheMisses	42
