Time	Node	Type	Packets	
197	Router0	CacheHits	0
197	Router0	CacheMisses	92
197.5	Router0	CacheHits	0
197.5	Router0	CacheMisses	90
198	Router0	CacheHits	0
198	Router0	CacheMisses	90
198.5	Router0	CacheHits	0
198.5	Router0	CacheMisses	91
199	Router0	CacheHits	0
199	Router0	CacheMisses	91
199.5	Router0	CacheHits	0
199.5	Router0	CacheMisses	91
200	Router0	CacheHits	0
200	Router0	CacheMisses	89
200.5	Router0	CacheHits	0
200.5	Router0	CacheMisses	91
201	Router0	CacheHits	0
201	Router0	CacheMisses	91
201.5	Router0	CacheHits	0
201.5	Router0	CacheMisses	89
202	Router0	CacheHits	0
202	Router0	CacheMisses	92
202.5	Router0	CacheHits	0
202.5	Router0	CacheMisses	90
203	Router0	CacheHits	0
203	Router0	CacheMisses	91
203.5	Router0	CacheHits	0
203.5	Router0	CacheMisses	89
204	Router0	CacheHits	0
204	Router0	CacheMisses	89
204.5	Router0	CacheHits	0
204.5	Router0	CacheMisses	88
205	Router0	CacheHits	0
205	Router0	CacheMisses	90
205.5	Router0	CacheHits	0
205.5	Router0	CacheMisses	85
206	Router0	CacheHits	0
206	Router0	CacheMisses	88
206.5	Router0	CacheHits	26
206.5	Router0	CacheMisses	62
207	Router0	CacheHits	16
207	Router0	CacheMisses	73
207.5	Router0	CacheHits	34
207.5	Router0	CacheMisses	57
208	Router0	CacheHits	0
208	Router0	CacheMisses	90
208.5	Router0	CacheHits	0
208.5	Router0	CacheMisses	88
209	Router0	CacheHits	40
209	Router0	CacheMisses	47
209.5	Router0	CacheHits	34
209.5	Router0	CacheMisses	57
210	Router0	CacheHits	0
210	Router0	CacheMisses	92
210.5	Router0	CacheHits	0
210.5	Router0	CacheMisses	88
211	Router0	CacheHits	11
211	Router0	CacheMisses	73
211.5	Router0	CacheHits	46
211.5	Router0	CacheMisses	44
212	Router0	CacheHits	11
212	Router0	CacheMisses	81
212.5	Router0	CacheHits	0
212.5	Router0	CacheMisses	91
213	Router0	CacheHits	0
213	Router0	CacheMisses	89
213.5	Router0	CacheHits	0
213.5	Router0	CacheMisses	89
214	Router0	CacheHits	21
214	Router0	CacheMisses	67
214.5	Router0	CacheHits	45
214.5	Router0	CacheMisses	46
215	Router0	CacheHits	38
215	Router0	CacheMisses	51
215.5	Router0	CacheHits	0
215.5	Router0	CacheMisses	92
216	Router0	CacheHits	0
216	Router0	CacheMisses	87
216.5	Router0	CacheHits	5
216.5	Router0	CacheMisses	83
217	Router0	CacheHits	0
217	Router0	CacheMisses	90
217.5	Router0	CacheHits	0
217.5	Router0	CacheMisses	86
218	Router0	CacheHits	0
218	Router0	CacheMisses	90
218.5	Router0	CacheHits	0
218.5	Router0	CacheMisses	89
219	Router0	CacheHits	0
219	Router0	CacheMisses	90
219.5	Router0	CacheHits	0
219.5	Router0	CacheMisses	89
220	Router0	CacheHits	0
220	Router0	CacheMisses	88
220.5	Router0	CacheHits	0
220.5	Router0	CacheMisses	90
221	Router0	CacheHits	0
221	Router0	CacheMisses	88
221.5	Router0	CacheHits	0
221.5	Router0	CacheMisses	88
222	Router0	CacheHits	0
222	Router0	CacheMisses	90
222.5	Router0	CacheHits	0
222.5	Router0	CacheMisses	90
223	Router0	CacheHits	0
223	Router0	CacheMisses	88
223.5	Router0	CacheHits	0
223.5	Router0	CacheMisses	90
224	Router0	CacheHits	0
224	Router0	CacheMisses	86
224.5	Router0	CacheHits	0
