Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
1.81989	Streamer2	0	2	0	624758	0	
3.81989	Streamer2	1	2	0	624758	0	
5.81989	Streamer2	2	2	0	624758	0	
7.81989	Streamer2	3	2	0	624758	0	
9.81989	Streamer2	4	2	0	624758	0	
11.8199	Streamer2	5	2	0	624758	0	
13.8199	Streamer2	6	2	0	624758	0	
15.8199	Streamer2	7	2	0	624758	0	
17.8199	Streamer2	8	2	0	624758	0	
19.8199	Streamer2	9	2	0	624758	0	
21.8199	Streamer2	10	2	0	624758	0	
23.8199	Streamer2	11	2	0	624758	0	
25.8199	Streamer2	12	2	0	624758	0	
27.8199	Streamer2	13	2	0	624758	0	
29.8199	Streamer2	14	2	1	2122081	0	0
31.8199	Streamer2	15	2	1	2122081	0	0
33.8199	Streamer2	16	2	1	2122081	0	0
35.8199	Streamer2	17	2	1	2122081	0	0
37.8199	Streamer2	18	2	1	2122081	0	0
39.8199	Streamer2	19	2	1	2122081	0	0
41.8199	Streamer2	20	2	1	2122081	0	0
43.8199	Streamer2	21	2	1	2122081	0	0
45.8199	Streamer2	22	2	1	2122081	0	0
47.8199	Streamer2	23	2	1	2122081	0	0
49.8199	Streamer2	24	2	1	2122081	0	0
51.8199	Streamer2	25	2	1	2122081	0	0
53.8199	Streamer2	26	2	1	2122081	0	0
55.8199	Streamer2	27	2	1	2122081	0	0
57.8199	Streamer2	28	2	1	2122081	0	0
59.8199	Streamer2	29	2	1	2122081	0	0
61.8199	Streamer2	30	2	1	2122081	0	0
63.8199	Streamer2	31	2	1	2122081	0	0
65.8199	Streamer2	32	2	1	2122081	0	0
67.8199	Streamer2	33	2	1	2122081	0	0
69.8199	Streamer2	34	2	1	2122081	0	0
71.8199	Streamer2	35	2	1	2122081	0	0
73.8199	Streamer2	36	2	1	2122081	0	0
75.8199	Streamer2	37	2	2	5108358	0	0,1
77.8199	Streamer2	38	2	2	5108358	0	0,1
79.8199	Streamer2	39	2	2	5108358	0	0,1
81.8199	Streamer2	40	2	1	2122081	0	0
83.8199	Streamer2	41	2	1	2122081	0	0
85.8199	Streamer2	42	2	1	2122081	0	0
87.8199	Streamer2	43	2	1	2122081	0	0
89.8199	Streamer2	44	2	1	2122081	0	0
91.8199	Streamer2	45	2	1	2122081	0	0
93.8199	Streamer2	46	2	1	2122081	0	0
95.8199	Streamer2	47	2	1	2122081	0	0
97.8199	Streamer2	48	2	1	2122081	0	0
99.8199	Streamer2	49	2	1	2122081	0	0
101.82	Streamer2	50	2	1	2122081	0	0
103.82	Streamer2	51	2	1	2122081	0	0
105.82	Streamer2	52	2	1	2122081	0	0
107.82	Streamer2	53	2	1	2122081	0	0
109.82	Streamer2	54	2	1	2122081	0	0
111.82	Streamer2	55	2	1	2122081	0	0
113.82	Streamer2	56	2	1	2122081	0	0
115.82	Streamer2	57	2	1	2122081	0	0
117.82	Streamer2	58	2	1	2122081	0	0
119.82	Streamer2	59	2	1	2122081	0	0
121.82	Streamer2	60	2	1	2122081	0	0
123.82	Streamer2	61	2	1	2122081	0	0
125.82	Streamer2	62	2	1	2122081	0	0
127.82	Streamer2	63	2	1	2122081	0	0
129.82	Streamer2	64	2	1	2122081	0	0
131.82	Streamer2	65	2	1	2122081	0	0
133.82	Streamer2	66	2	1	2122081	0	0
135.82	Streamer2	67	2	1	2122081	0	0
137.82	Streamer2	68	2	1	2122081	0	0
139.82	Streamer2	69	2	1	2122081	0	0
141.82	Streamer2	70	2	1	2122081	0	0
143.82	Streamer2	71	2	1	2122081	0	0
145.82	Streamer2	72	2	1	2122081	0	0
147.82	Streamer2	73	2	1	2122081	0	0
149.82	Streamer2	74	2	1	2122081	0	0
151.82	Streamer2	75	2	1	2122081	0	0
153.82	Streamer2	76	2	1	2122081	0	0
155.82	Streamer2	77	2	1	2122081	0	0
157.82	Streamer2	78	2	2	5108358	0	0,1
159.82	Streamer2	79	2	2	5108358	0	0,1
161.82	Streamer2	80	2	2	5108358	0	0,1
163.82	Streamer2	81	2	2	5108358	0	0,1
165.82	Streamer2	82	2	2	5108358	0	0,1
167.82	Streamer2	83	2	2	5108358	0	0,1
169.82	Streamer2	84	2	2	5108358	0	0,1
171.82	Streamer2	85	2	2	5108358	0	0,1
173.82	Streamer2	86	2	2	5108358	0	0,1
175.82	Streamer2	87	2	2	5108358	0	0,1
177.82	Streamer2	88	2	2	5108358	0	0,1
179.82	Streamer2	89	2	2	5108358	0	0,1
181.82	Streamer2	90	2	2	5108358	0	0,1
183.82	Streamer2	91	2	2	5108358	0	0,1
185.82	Streamer2	92	2	1	2122081	0	0
187.82	Streamer2	93	2	1	2122081	0	0
189.82	Streamer2	94	2	1	2122081	0	0
191.82	Streamer2	95	2	1	2122081	0	0
193.82	Streamer2	96	2	1	2122081	0	0
195.82	Streamer2	97	2	1	2122081	0	0
197.82	Streamer2	98	2	1	2122081	0	0
199.82	Streamer2	99	2	1	2122081	0	0
201.82	Streamer2	100	2	1	2122081	0	0
203.82	Streamer2	101	2	1	2122081	0	0
205.82	Streamer2	102	2	1	2122081	0	0
207.82	Streamer2	103	2	1	2122081	0	0
209.82	Streamer2	104	2	1	2122081	0	0
211.82	Streamer2	105	2	2	5108358	0	0,1
213.82	Streamer2	106	2	2	5108358	0	0,1
215.82	Streamer2	107	2	2	5108358	0	0,1
217.82	Streamer2	108	2	2	5108358	0	0,1
219.82	Streamer2	109	2	2	5108358	0	0,1
221.82	Streamer2	110	2	2	5108358	0	0,1
223.82	Streamer2	111	2	2	5108358	0	0,1
225.82	Streamer2	112	2	1	2122081	0	0
227.82	Streamer2	113	2	1	2122081	0	0
229.82	Streamer2	114	2	1	2122081	0	0
231.82	Streamer2	115	2	1	2122081	0	0
233.82	Streamer2	116	2	1	2122081	0	0
235.82	Streamer2	117	2	1	2122081	0	0
237.82	Streamer2	118	2	1	2122081	0	0
239.82	Streamer2	119	2	1	2122081	0	0
241.82	Streamer2	120	2	1	2122081	0	0
243.82	Streamer2	121	2	1	2122081	0	0
245.82	Streamer2	122	2	1	2122081	0	0
247.82	Streamer2	123	2	1	2122081	0	0
249.82	Streamer2	124	2	1	2122081	0	0
251.82	Streamer2	125	2	1	2122081	0	0
253.82	Streamer2	126	2	1	2122081	0	0
255.82	Streamer2	127	2	1	2122081	0	0
257.82	Streamer2	128	2	1	2122081	0	0
259.82	Streamer2	129	2	1	2122081	0	0
261.82	Streamer2	130	2	1	2122081	0	0
263.82	Streamer2	131	2	1	2122081	0	0
265.82	Streamer2	132	2	1	2122081	0	0
267.82	Streamer2	133	2	1	2122081	0	0
269.82	Streamer2	134	2	2	5108358	0	0,1
271.82	Streamer2	135	2	2	5108358	0	0,1
273.82	Streamer2	136	2	2	5108358	0	0,1
275.82	Streamer2	137	2	2	5108358	0	0,1
277.82	Streamer2	138	2	2	5108358	0	0,1
279.82	Streamer2	139	2	2	5108358	0	0,1
281.82	Streamer2	140	2	1	2122081	0	0
283.82	Streamer2	141	2	1	2122081	0	0
285.82	Streamer2	142	2	1	2122081	0	0
287.82	Streamer2	143	2	1	2122081	0	0
289.82	Streamer2	144	2	1	2122081	0	0
291.82	Streamer2	145	2	1	2122081	0	0
293.82	Streamer2	146	2	1	2122081	0	0
295.82	Streamer2	147	2	1	2122081	0	0
297.82	Streamer2	148	2	1	2122081	0	0
299.82	Streamer2	149	2	1	2122081	0	0
301.82	Streamer2	150	2	1	2122081	0	0
303.82	Streamer2	151	2	1	2122081	0	0
305.82	Streamer2	152	2	1	2122081	0	0
307.82	Streamer2	153	2	2	5108358	0	0,1
309.82	Streamer2	154	2	2	5108358	0	0,1
311.82	Streamer2	155	2	2	5108358	0	0,1
313.82	Streamer2	156	2	2	5108358	0	0,1
315.82	Streamer2	157	2	2	5108358	0	0,1
317.82	Streamer2	158	2	2	5108358	0	0,1
319.82	Streamer2	159	2	2	5108358	0	0,1
321.82	Streamer2	160	2	2	5108358	0	0,1
323.82	Streamer2	161	2	1	2122081	0	0
325.82	Streamer2	162	2	1	2122081	0	0
327.82	Streamer2	163	2	1	2122081	0	0
329.82	Streamer2	164	2	1	2122081	0	0
331.82	Streamer2	165	2	1	2122081	0	0
333.82	Streamer2	166	2	1	2122081	0	0
335.82	Streamer2	167	2	1	2122081	0	0
337.82	Streamer2	168	2	1	2122081	0	0
339.82	Streamer2	169	2	1	2122081	0	0
341.82	Streamer2	170	2	1	2122081	0	0
343.82	Streamer2	171	2	1	2122081	0	0
345.82	Streamer2	172	2	1	2122081	0	0
347.82	Streamer2	173	2	1	2122081	0	0
349.82	Streamer2	174	2	1	2122081	0	0
351.82	Streamer2	175	2	1	2122081	0	0
353.82	Streamer2	176	2	1	2122081	0	0
355.82	Streamer2	177	2	1	2122081	0	0
357.82	Streamer2	178	2	1	2122081	0	0
359.82	Streamer2	179	2	1	2122081	0	0
361.82	Streamer2	180	2	2	5108358	0	0,1
363.82	Streamer2	181	2	2	5108358	0	0,1
365.82	Streamer2	182	2	2	5108358	0	0,1
367.82	Streamer2	183	2	2	5108358	0	0,1
369.82	Streamer2	184	2	2	5108358	0	0,1
371.82	Streamer2	185	2	2	5108358	0	0,1
373.82	Streamer2	186	2	1	2122081	0	0
375.82	Streamer2	187	2	1	2122081	0	0
377.82	Streamer2	188	2	1	2122081	0	0
379.82	Streamer2	189	2	1	2122081	0	0
381.82	Streamer2	190	2	1	2122081	0	0
383.82	Streamer2	191	2	1	2122081	0	0
385.82	Streamer2	192	2	1	2122081	0	0
387.82	Streamer2	193	2	1	2122081	0	0
389.82	Streamer2	194	2	1	2122081	0	0
391.82	Streamer2	195	2	1	2122081	0	0
393.82	Streamer2	196	2	1	2122081	0	0
395.82	Streamer2	197	2	1	2122081	0	0
397.82	Streamer2	198	2	1	2122081	0	0
399.82	Streamer2	199	2	1	2122081	0	0
401.82	Streamer2	200	2	1	2122081	0	0
403.82	Streamer2	201	2	1	2122081	0	0
405.82	Streamer2	202	2	1	2122081	0	0
407.82	Streamer2	203	2	1	2122081	0	0
409.82	Streamer2	204	2	1	2122081	0	0
411.82	Streamer2	205	2	1	2122081	0	0
413.82	Streamer2	206	2	1	2122081	0	0
415.82	Streamer2	207	2	1	2122081	0	0
417.82	Streamer2	208	2	1	2122081	0	0
419.82	Streamer2	209	2	1	2122081	0	0
421.82	Streamer2	210	2	1	2122081	0	0
423.82	Streamer2	211	2	1	2122081	0	0
425.82	Streamer2	212	2	1	2122081	0	0
427.82	Streamer2	213	2	1	2122081	0	0
429.82	Streamer2	214	2	1	2122081	0	0
431.82	Streamer2	215	2	1	2122081	0	0
433.82	Streamer2	216	2	1	2122081	0	0
435.82	Streamer2	217	2	1	2122081	0	0
437.82	Streamer2	218	2	1	2122081	0	0
439.82	Streamer2	219	2	1	2122081	0	0
441.82	Streamer2	220	2	2	5108358	0	0,1
443.82	Streamer2	221	2	2	5108358	0	0,1
445.82	Streamer2	222	2	2	5108358	0	0,1
447.82	Streamer2	223	2	2	5108358	0	0,1
449.82	Streamer2	224	2	2	5108358	0	0,1
451.82	Streamer2	225	2	2	5108358	0	0,1
453.82	Streamer2	226	2	2	5108358	0	0,1
455.82	Streamer2	227	2	2	5108358	0	0,1
457.82	Streamer2	228	2	2	5108358	0	0,1
459.82	Streamer2	229	2	2	5108358	0	0,1
461.82	Streamer2	230	2	2	5108358	0	0,1
463.82	Streamer2	231	2	1	2122081	0	0
465.82	Streamer2	232	2	1	2122081	0	0
467.82	Streamer2	233	2	1	2122081	0	0
469.82	Streamer2	234	2	1	2122081	0	0
471.82	Streamer2	235	2	1	2122081	0	0
473.82	Streamer2	236	2	1	2122081	0	0
475.82	Streamer2	237	2	1	2122081	0	0
477.82	Streamer2	238	2	1	2122081	0	0
479.82	Streamer2	239	2	1	2122081	0	0
481.82	Streamer2	240	2	1	2122081	0	0
483.82	Streamer2	241	2	1	2122081	0	0
485.82	Streamer2	242	2	1	2122081	0	0
487.82	Streamer2	243	2	1	2122081	0	0
489.82	Streamer2	244	2	1	2122081	0	0
491.82	Streamer2	245	2	1	2122081	0	0
493.82	Streamer2	246	2	1	2122081	0	0
495.82	Streamer2	247	2	1	2122081	0	0
497.82	Streamer2	248	2	1	2122081	0	0
499.82	Streamer2	249	2	1	2122081	0	0
501.82	Streamer2	250	2	1	2122081	0	0
503.82	Streamer2	251	2	1	2122081	0	0
505.82	Streamer2	252	2	1	2122081	0	0
507.82	Streamer2	253	2	1	2122081	0	0
509.82	Streamer2	254	2	1	2122081	0	0
511.82	Streamer2	255	2	1	2122081	0	0
513.82	Streamer2	256	2	1	2122081	0	0
515.82	Streamer2	257	2	1	2122081	0	0
517.82	Streamer2	258	2	1	2122081	0	0
519.82	Streamer2	259	2	1	2122081	0	0
521.82	Streamer2	260	2	1	2122081	0	0
523.82	Streamer2	261	2	1	2122081	0	0
525.82	Streamer2	262	2	1	2122081	0	0
527.82	Streamer2	263	2	1	2122081	0	0
529.82	Streamer2	264	2	1	2122081	0	0
531.82	Streamer2	265	2	1	2122081	0	0
533.82	Streamer2	266	2	1	2122081	0	0
535.82	Streamer2	267	2	1	2122081	0	0
537.82	Streamer2	268	2	1	2122081	0	0
539.82	Streamer2	269	2	1	2122081	0	0
541.82	Streamer2	270	2	1	2122081	0	0
543.82	Streamer2	271	2	1	2122081	0	0
