Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
3.70157	Streamer0	0	2	0	624758	0	
5.70157	Streamer0	1	2	0	624758	0	
7.70157	Streamer0	2	2	0	624758	0	
9.70157	Streamer0	3	2	0	624758	0	
11.7016	Streamer0	4	2	0	624758	0	
13.7016	Streamer0	5	2	0	624758	0	
15.7016	Streamer0	6	2	0	624758	0	
17.7016	Streamer0	7	2	0	624758	0	
19.7016	Streamer0	8	2	0	624758	0	
21.7016	Streamer0	9	2	0	624758	0	
23.7016	Streamer0	10	2	0	624758	0	
25.7016	Streamer0	11	2	0	624758	0	
27.7016	Streamer0	12	2	0	624758	0	
29.7016	Streamer0	13	2	0	624758	0	
31.7016	Streamer0	14	2	1	2122081	0	0
33.7016	Streamer0	15	2	1	2122081	0	0
35.7016	Streamer0	16	2	1	2122081	0	0
37.7016	Streamer0	17	2	1	2122081	0	0
39.7016	Streamer0	18	2	1	2122081	0	0
41.7016	Streamer0	19	2	1	2122081	0	0
43.7016	Streamer0	20	2	1	2122081	0	0
45.7016	Streamer0	21	2	1	2122081	0	0
47.7016	Streamer0	22	2	1	2122081	0	0
49.7016	Streamer0	23	2	1	2122081	0	0
51.7016	Streamer0	24	2	1	2122081	0	0
53.7016	Streamer0	25	2	1	2122081	0	0
55.7016	Streamer0	26	2	1	2122081	0	0
57.7016	Streamer0	27	2	1	2122081	0	0
59.7016	Streamer0	28	2	1	2122081	0	0
61.7016	Streamer0	29	2	1	2122081	0	0
63.7016	Streamer0	30	2	1	2122081	0	0
65.7016	Streamer0	31	2	1	2122081	0	0
67.7016	Streamer0	32	2	1	2122081	0	0
69.7016	Streamer0	33	2	1	2122081	0	0
71.7016	Streamer0	34	2	1	2122081	0	0
73.7016	Streamer0	35	2	1	2122081	0	0
75.7016	Streamer0	36	2	2	5108358	0	0,1
77.7016	Streamer0	37	2	2	5108358	0	0,1
79.7016	Streamer0	38	2	2	5108358	0	0,1
81.7016	Streamer0	39	2	2	5108358	0	0,1
83.7016	Streamer0	40	2	1	2122081	0	0
85.7016	Streamer0	41	2	1	2122081	0	0
87.7016	Streamer0	42	2	1	2122081	0	0
89.7016	Streamer0	43	2	1	2122081	0	0
91.7016	Streamer0	44	2	1	2122081	0	0
93.7016	Streamer0	45	2	1	2122081	0	0
95.7016	Streamer0	46	2	1	2122081	0	0
97.7016	Streamer0	47	2	1	2122081	0	0
99.7016	Streamer0	48	2	1	2122081	0	0
101.702	Streamer0	49	2	1	2122081	0	0
103.702	Streamer0	50	2	1	2122081	0	0
105.702	Streamer0	51	2	1	2122081	0	0
107.702	Streamer0	52	2	1	2122081	0	0
109.702	Streamer0	53	2	1	2122081	0	0
111.702	Streamer0	54	2	1	2122081	0	0
113.702	Streamer0	55	2	1	2122081	0	0
115.702	Streamer0	56	2	1	2122081	0	0
117.702	Streamer0	57	2	1	2122081	0	0
119.702	Streamer0	58	2	1	2122081	0	0
121.702	Streamer0	59	2	1	2122081	0	0
123.702	Streamer0	60	2	1	2122081	0	0
125.702	Streamer0	61	2	1	2122081	0	0
127.702	Streamer0	62	2	1	2122081	0	0
129.702	Streamer0	63	2	1	2122081	0	0
131.702	Streamer0	64	2	1	2122081	0	0
133.702	Streamer0	65	2	1	2122081	0	0
135.702	Streamer0	66	2	1	2122081	0	0
137.702	Streamer0	67	2	1	2122081	0	0
139.702	Streamer0	68	2	1	2122081	0	0
141.702	Streamer0	69	2	1	2122081	0	0
143.702	Streamer0	70	2	1	2122081	0	0
145.702	Streamer0	71	2	1	2122081	0	0
147.702	Streamer0	72	2	1	2122081	0	0
149.702	Streamer0	73	2	1	2122081	0	0
151.702	Streamer0	74	2	2	5108358	0	0,1
153.702	Streamer0	75	2	2	5108358	0	0,1
155.702	Streamer0	76	2	2	5108358	0	0,1
157.702	Streamer0	77	2	2	5108358	0	0,1
159.702	Streamer0	78	2	2	5108358	0	0,1
161.702	Streamer0	79	2	2	5108358	0	0,1
163.702	Streamer0	80	2	2	5108358	0	0,1
165.702	Streamer0	81	2	2	5108358	0	0,1
167.702	Streamer0	82	2	2	5108358	0	0,1
169.702	Streamer0	83	2	1	2122081	0	0
171.702	Streamer0	84	2	1	2122081	0	0
173.702	Streamer0	85	2	1	2122081	0	0
175.702	Streamer0	86	2	1	2122081	0	0
177.702	Streamer0	87	2	1	2122081	0	0
179.702	Streamer0	88	2	1	2122081	0	0
181.702	Streamer0	89	2	1	2122081	0	0
183.702	Streamer0	90	2	1	2122081	0	0
185.702	Streamer0	91	2	1	2122081	0	0
187.702	Streamer0	92	2	1	2122081	0	0
189.702	Streamer0	93	2	1	2122081	0	0
191.702	Streamer0	94	2	1	2122081	0	0
193.702	Streamer0	95	2	2	5108358	0	0,1
195.702	Streamer0	96	2	2	5108358	0	0,1
197.702	Streamer0	97	2	2	5108358	0	0,1
199.702	Streamer0	98	2	2	5108358	0	0,1
201.702	Streamer0	99	2	2	5108358	0	0,1
203.702	Streamer0	100	2	2	5108358	0	0,1
205.702	Streamer0	101	2	2	5108358	0	0,1
207.702	Streamer0	102	2	2	5108358	0	0,1
209.702	Streamer0	103	2	2	5108358	0	0,1
211.702	Streamer0	104	2	2	5108358	0	0,1
213.702	Streamer0	105	2	2	5108358	0	0,1
215.702	Streamer0	106	2	2	5108358	0	0,1
217.702	Streamer0	107	2	2	5108358	0	0,1
219.702	Streamer0	108	2	1	2122081	0	0
221.702	Streamer0	109	2	1	2122081	0	0
223.702	Streamer0	110	2	1	2122081	0	0
225.702	Streamer0	111	2	1	2122081	0	0
227.702	Streamer0	112	2	1	2122081	0	0
229.702	Streamer0	113	2	1	2122081	0	0
231.702	Streamer0	114	2	1	2122081	0	0
233.702	Streamer0	115	2	1	2122081	0	0
235.702	Streamer0	116	2	1	2122081	0	0
237.702	Streamer0	117	2	1	2122081	0	0
239.702	Streamer0	118	2	1	2122081	0	0
241.702	Streamer0	119	2	1	2122081	0	0
243.702	Streamer0	120	2	1	2122081	0	0
245.702	Streamer0	121	2	1	2122081	0	0
247.702	Streamer0	122	2	1	2122081	0	0
249.702	Streamer0	123	2	1	2122081	0	0
251.702	Streamer0	124	2	1	2122081	0	0
253.702	Streamer0	125	2	1	2122081	0	0
255.702	Streamer0	126	2	1	2122081	0	0
257.702	Streamer0	127	2	1	2122081	0	0
259.702	Streamer0	128	2	1	2122081	0	0
261.702	Streamer0	129	2	1	2122081	0	0
263.702	Streamer0	130	2	1	2122081	0	0
265.702	Streamer0	131	2	1	2122081	0	0
267.702	Streamer0	132	2	2	5108358	0	0,1
269.702	Streamer0	133	2	2	5108358	0	0,1
271.702	Streamer0	134	2	2	5108358	0	0,1
273.702	Streamer0	135	2	2	5108358	0	0,1
275.702	Streamer0	136	2	2	5108358	0	0,1
277.702	Streamer0	137	2	2	5108358	0	0,1
279.702	Streamer0	138	2	2	5108358	0	0,1
281.702	Streamer0	139	2	2	5108358	0	0,1
283.702	Streamer0	140	2	1	2122081	0	0
285.702	Streamer0	141	2	1	2122081	0	0
287.702	Streamer0	142	2	1	2122081	0	0
289.702	Streamer0	143	2	1	2122081	0	0
291.702	Streamer0	144	2	1	2122081	0	0
293.702	Streamer0	145	2	1	2122081	0	0
295.702	Streamer0	146	2	1	2122081	0	0
297.702	Streamer0	147	2	1	2122081	0	0
299.702	Streamer0	148	2	1	2122081	0	0
301.702	Streamer0	149	2	1	2122081	0	0
