Time	Node	Type	Packets	
79.5	Router2	CacheHits	0
79.5	Router2	CacheMisses	46
80	Router2	CacheHits	0
80	Router2	CacheMisses	46
80.5	Router2	CacheHits	0
80.5	Router2	CacheMisses	45
81	Router2	CacheHits	0
81	Router2	CacheMisses	37
81.5	Router2	CacheHits	0
81.5	Router2	CacheMisses	46
82	Router2	CacheHits	0
82	Router2	CacheMisses	38
82.5	Router2	CacheHits	0
82.5	Router2	CacheMisses	45
83	Router2	CacheHits	0
83	Router2	CacheMisses	43
83.5	Router2	CacheHits	0
83.5	Router2	CacheMisses	41
84	Router2	CacheHits	0
84	Router2	CacheMisses	44
84.5	Router2	CacheHits	0
84.5	Router2	CacheMisses	44
85	Router2	CacheHits	0
85	Router2	CacheMisses	41
85.5	Router2	CacheHits	0
85.5	Router2	CacheMisses	46
86	Router2	CacheHits	0
86	Router2	CacheMisses	42
86.5	Router2	CacheHits	0
86.5	Router2	CacheMisses	45
87	Router2	CacheHits	0
87	Router2	CacheMisses	41
87.5	Router2	CacheHits	0
87.5	Router2	CacheMisses	43
88	Router2	CacheHits	0
88	Router2	CacheMisses	45
88.5	Router2	CacheHits	0
88.5	Router2	CacheMisses	41
89	Router2	CacheHits	0
89	Router2	CacheMisses	46
89.5	Router2	CacheHits	0
89.5	Router2	CacheMisses	42
90	Router2	CacheHits	0
90	Router2	CacheMisses	46
90.5	Router2	CacheHits	0
90.5	Router2	CacheMisses	42
91	Router2	CacheHits	0
91	Router2	CacheMisses	41
91.5	Router2	CacheHits	0
91.5	Router2	CacheMisses	46
92	Router2	CacheHits	0
92	Router2	CacheMisses	42
92.5	Router2	CacheHits	0
92.5	Router2	CacheMisses	41
93	Router2	CacheHits	0
93	Router2	CacheMisses	46
93.5	Router2	CacheHits	0
93.5	Router2	CacheMisses	45
94	Router2	CacheHits	0
94	Router2	CacheMisses	46
94.5	Router2	CacheHits	0
94.5	Router2	CacheMisses	38
95	Router2	CacheHits	0
95	Router2	CacheMisses	45
95.5	Router2	CacheHits	0
95.5	Router2	CacheMisses	46
96	Router2	CacheHits	0
96	Router2	CacheMisses	42
96.5	Router2	CacheHits	0
96.5	Router2	CacheMisses	45
97	Router2	CacheHits	0
97	Router2	CacheMisses	46
97.5	Router2	CacheHits	0
97.5	Router2	CacheMisses	41
98	Router2	CacheHits	0
98	Router2	CacheMisses	43
98.5	Router2	CacheHits	0
98.5	Router2	CacheMisses	45
99	Router2	CacheHits	0
99	Router2	CacheMisses	46
99.5	Router2	CacheHits	0
99.5	Router2	CacheMisses	45
100	Router2	CacheHits	0
100	Router2	CacheMisses	46
100.5	Router2	CacheHits	0
100.5	Router2	CacheMisses	45
101	Router2	CacheHits	0
101	Router2	CacheMisses	42
101.5	Router2	CacheHits	0
101.5	Router2	CacheMisses	42
102	Router2	CacheHits	0
102	Router2	CacheMisses	42
102.5	Router2	CacheHits	0
102.5	Router2	CacheMisses	45
103	Router2	CacheHits	0
103	Router2	CacheMisses	46
103.5	Router2	CacheHits	0
103.5	Router2	CacheMisses	41
104	Router2	CacheHits	0
104	Router2	CacheMisses	43
104.5	Router2	CacheHits	0
104.5	Router2	CacheMisses	45
105	Router2	CacheHits	0
105	Router2	CacheMisses	41
105.5	Router2	CacheHits	0
105.5	Router2	CacheMisses	47
106	Router2	CacheHits	0
106	Router2	CacheMisses	41
106.5	Router2	CacheHits	0
106.5	Router2	CacheMisses	42
107	Router2	CacheHits	0
107	Router2	CacheMisses	41
107.5	Router2	CacheHits	0
107.5	Router2	CacheMisses	46
108	Router2	CacheHits	0
108	Router2	CacheMisses	42
108.5	Router2	CacheHits	0
108.5	Router2	CacheMisses	42
109	Router2	CacheHits	0
109	Router2	CacheMisses	45
109.5	Router2	CacheHits	0
109.5	Router2	CacheMisses	42
110	Router2	CacheHits	0
110	Router2	CacheMisses	45
110.5	Router2	CacheHits	0
110.5	Router2	CacheMisses	42
111	Router2	CacheHits	0
111	Router2	CacheMisses	42
111.5	Router2	CacheHits	0
111.5	Router2	CacheMisses	45
112	Router2	CacheHits	0
112	Router2	CacheMisses	42
112.5	Router2	CacheHits	0
112.5	Router2	CacheMisses	46
113	Router2	CacheHits	0
113	Router2	CacheMisses	45
113.5	Router2	CacheHits	0
113.5	Router2	CacheMisses	41
114	Router2	CacheHits	0
114	Router2	CacheMisses	43
114.5	Router2	CacheHits	0
114.5	Router2	CacheMisses	45
115	Router2	CacheHits	0
115	Router2	CacheMisses	42
115.5	Router2	CacheHits	0
115.5	Router2	CacheMisses	42
116	Router2	CacheHits	0
116	Router2	CacheMisses	45
116.5	Router2	CacheHits	0
116.5	Router2	CacheMisses	46
117	Router2	CacheHits	0
117	Router2	CacheMisses	42
117.5	Router2	CacheHits	0
117.5	Router2	CacheMisses	42
118	Router2	CacheHits	0
118	Router2	CacheMisses	45
118.5	Router2	CacheHits	0
118.5	Router2	CacheMisses	41
119	Router2	CacheHits	0
119	Router2	CacheMisses	42
119.5	Router2	CacheHits	0
119.5	Router2	CacheMisses	46
120	Router2	CacheHits	0
120	Router2	CacheMisses	45
120.5	Router2	CacheHits	0
120.5	Router2	CacheMisses	40
121	Router2	CacheHits	0
121	Router2	CacheMisses	44
121.5	Router2	CacheHits	0
121.5	Router2	CacheMisses	42
122	Router2	CacheHits	0
122	Router2	CacheMisses	45
122.5	Router2	CacheHits	0
122.5	Router2	CacheMisses	46
123	Router2	CacheHits	0
123	Router2	CacheMisses	42
123.5	Router2	CacheHits	0
123.5	Router2	CacheMisses	41
124	Router2	CacheHits	0
124	Router2	CacheMisses	46
124.5	Router2	CacheHits	0
124.5	Router2	CacheMisses	42
125	Router2	CacheHits	0
125	Router2	CacheMisses	41
125.5	Router2	CacheHits	0
125.5	Router2	CacheMisses	46
126	Router2	CacheHits	0
126	Router2	CacheMisses	45
126.5	Router2	CacheHits	0
126.5	Router2	CacheMisses	42
127	Router2	CacheHits	0
127	Router2	CacheMisses	42
127.5	Router2	CacheHits	0
127.5	Router2	CacheMisses	45
128	Router2	CacheHits	0
128	Router2	CacheMisses	46
128.5	Router2	CacheHits	0
128.5	Router2	CacheMisses	45
129	Router2	CacheHits	0
129	Router2	CacheMisses	39
129.5	Router2	CacheHits	0
129.5	Router2	CacheMisses	45
130	Router2	CacheHits	0
130	Router2	CacheMisses	42
130.5	Router2	CacheHits	0
130.5	Router2	CacheMisses	41
131	Router2	CacheHits	0
131	Router2	CacheMisses	45
131.5	Router2	CacheHits	0
131.5	Router2	CacheMisses	43
132	Router2	CacheHits	0
132	Router2	CacheMisses	42
132.5	Router2	CacheHits	0
132.5	Router2	CacheMisses	41
133	Router2	CacheHits	0
133	Router2	CacheMisses	45
133.5	Router2	CacheHits	0
133.5	Router2	CacheMisses	46
134	Router2	CacheHits	0
134	Router2	CacheMisses	42
134.5	Router2	CacheHits	0
134.5	Router2	CacheMisses	46
135	Router2	CacheHits	0
135	Router2	CacheMisses	45
135.5	Router2	CacheHits	0
135.5	Router2	CacheMisses	38
136	Router2	CacheHits	0
136	Router2	CacheMisses	46
136.5	Router2	CacheHits	0
136.5	Router2	CacheMisses	45
137	Router2	CacheHits	0
137	Router2	CacheMisses	42
137.5	Router2	CacheHits	0
137.5	Router2	CacheMisses	42
138	Router2	CacheHits	0
138	Router2	CacheMisses	41
138.5	Router2	CacheHits	0
138.5	Router2	CacheMisses	46
139	Router2	CacheHits	0
139	Router2	CacheMisses	42
139.5	Router2	CacheHits	0
139.5	Router2	CacheMisses	45
140	Router2	CacheHits	0
140	Router2	CacheMisses	46
140.5	Router2	CacheHits	0
140.5	Router2	CacheMisses	42
141	Router2	CacheHits	0
141	Router2	CacheMisses	36
141.5	Router2	CacheHits	0
141.5	Router2	CacheMisses	47
142	Router2	CacheHits	0
142	Router2	CacheMisses	42
142.5	Router2	CacheHits	0
142.5	Router2	CacheMisses	45
143	Router2	CacheHits	0
143	Router2	CacheMisses	41
143.5	Router2	CacheHits	0
143.5	Router2	CacheMisses	46
144	Router2	CacheHits	0
144	Router2	CacheMisses	46
144.5	Router2	CacheHits	0
144.5	Router2	CacheMisses	45
145	Router2	CacheHits	0
145	Router2	CacheMisses	46
145.5	Router2	CacheHits	0
145.5	Router2	CacheMisses	42
146	Router2	CacheHits	0
146	Router2	CacheMisses	46
146.5	Router2	CacheHits	0
146.5	Router2	CacheMisses	42
147	Router2	CacheHits	0
147	Router2	CacheMisses	45
147.5	Router2	CacheHits	0
147.5	Router2	CacheMisses	46
148	Router2	CacheHits	0
148	Router2	CacheMisses	42
148.5	Router2	CacheHits	0
148.5	Router2	CacheMisses	42
149	Router2	CacheHits	0
149	Router2	CacheMisses	45
149.5	Router2	CacheHits	0
149.5	Router2	CacheMisses	46
150	Router2	CacheHits	0
150	Router2	CacheMisses	45
150.5	Router2	CacheHits	0
150.5	Router2	CacheMisses	42
151	Router2	CacheHits	0
151	Router2	CacheMisses	42
151.5	Router2	CacheHits	0
151.5	Router2	CacheMisses	45
152	Router2	CacheHits	0
152	Router2	CacheMisses	42
152.5	Router2	CacheHits	0
152.5	Router2	CacheMisses	42
153	Router2	CacheHits	0
153	Router2	CacheMisses	41
153.5	Router2	CacheHits	0
153.5	Router2	CacheMisses	46
154	Router2	CacheHits	0
154	Router2	CacheMisses	42
154.5	Router2	CacheHits	0
154.5	Router2	CacheMisses	45
155	Router2	CacheHits	0
155	Router2	CacheMisses	42
155.5	Router2	CacheHits	0
155.5	Router2	CacheMisses	45
156	Router2	CacheHits	0
156	Router2	CacheMisses	42
156.5	Router2	CacheHits	0
156.5	Router2	CacheMisses	46
157	Router2	CacheHits	0
157	Router2	CacheMisses	42
157.5	Router2	CacheHits	0
157.5	Router2	CacheMisses	41
158	Router2	CacheHits	0
158	Router2	CacheMisses	42
158.5	Router2	CacheHits	0
158.5	Router2	CacheMisses	45
159	Router2	CacheHits	0
159	Router2	CacheMisses	41
159.5	Router2	CacheHits	0
159.5	Router2	CacheMisses	47
160	Router2	CacheHits	0
160	Router2	CacheMisses	45
160.5	Router2	CacheHits	0
160.5	Router2	CacheMisses	38
161	Router2	CacheHits	0
161	Router2	CacheMisses	46
161.5	Router2	CacheHits	0
161.5	Router2	CacheMisses	42
162	Router2	CacheHits	0
162	Router2	CacheMisses	45
162.5	Router2	CacheHits	0
162.5	Router2	CacheMisses	46
163	Router2	CacheHits	0
163	Router2	CacheMisses	45
163.5	Router2	CacheHits	0
163.5	Router2	CacheMisses	42
164	Router2	CacheHits	0
164	Router2	CacheMisses	41
164.5	Router2	CacheHits	0
164.5	Router2	CacheMisses	47
165	Router2	CacheHits	0
165	Router2	CacheMisses	41
165.5	Router2	CacheHits	0
165.5	Router2	CacheMisses	42
166	Router2	CacheHits	0
166	Router2	CacheMisses	45
166.5	Router2	CacheHits	0
166.5	Router2	CacheMisses	41
167	Router2	CacheHits	0
167	Router2	CacheMisses	43
167.5	Router2	CacheHits	0
167.5	Router2	CacheMisses	41
168	Router2	CacheHits	0
168	Router2	CacheMisses	46
168.5	Router2	CacheHits	0
168.5	Router2	CacheMisses	45
169	Router2	CacheHits	0
169	Router2	CacheMisses	46
169.5	Router2	CacheHits	0
169.5	Router2	CacheMisses	45
170	Router2	CacheHits	0
170	Router2	CacheMisses	46
170.5	Router2	CacheHits	0
170.5	Router2	CacheMisses	38
171	Router2	CacheHits	0
171	Router2	CacheMisses	41
171.5	Router2	CacheHits	0
171.5	Router2	CacheMisses	42
172	Router2	CacheHits	0
172	Router2	CacheMisses	45
172.5	Router2	CacheHits	0
172.5	Router2	CacheMisses	41
173	Router2	CacheHits	0
173	Router2	CacheMisses	39
173.5	Router2	CacheHits	0
173.5	Router2	CacheMisses	46
174	Router2	CacheHits	0
174	Router2	CacheMisses	45
174.5	Router2	CacheHits	0
174.5	Router2	CacheMisses	38
175	Router2	CacheHits	0
175	Router2	CacheMisses	42
175.5	Router2	CacheHits	0
175.5	Router2	CacheMisses	45
176	Router2	CacheHits	0
176	Router2	CacheMisses	46
176.5	Router2	CacheHits	0
176.5	Router2	CacheMisses	45
177	Router2	CacheHits	0
177	Router2	CacheMisses	42
177.5	Router2	CacheHits	0
177.5	Router2	CacheMisses	41
178	Router2	CacheHits	0
178	Router2	CacheMisses	42
178.5	Router2	CacheHits	0
178.5	Router2	CacheMisses	46
179	Router2	CacheHits	0
179	Router2	CacheMisses	45
179.5	Router2	CacheHits	0
179.5	Router2	CacheMisses	46
180	Router2	CacheHits	0
180	Router2	CacheMisses	41
180.5	Router2	CacheHits	0
180.5	Router2	CacheMisses	46
181	Router2	CacheHits	0
181	Router2	CacheMisses	42
181.5	Router2	CacheHits	0
181.5	Router2	CacheMisses	45
182	Router2	CacheHits	0
182	Router2	CacheMisses	42
182.5	Router2	CacheHits	0
182.5	Router2	CacheMisses	41
183	Router2	CacheHits	0
183	Router2	CacheMisses	46
183.5	Router2	CacheHits	0
183.5	Router2	CacheMisses	42
184	Router2	CacheHits	0
184	Router2	CacheMisses	42
184.5	Router2	CacheHits	0
184.5	Router2	CacheMisses	37
185	Router2	CacheHits	0
185	Router2	CacheMisses	42
185.5	Router2	CacheHits	0
185.5	Router2	CacheMisses	41
186	Router2	CacheHits	0
186	Router2	CacheMisses	38
186.5	Router2	CacheHits	0
186.5	Router2	CacheMisses	42
187	Router2	CacheHits	0
187	Router2	CacheMisses	45
187.5	Router2	CacheHits	0
187.5	Router2	CacheMisses	42
188	Router2	CacheHits	0
188	Router2	CacheMisses	45
188.5	Router2	CacheHits	0
188.5	Router2	CacheMisses	43
189	Router2	CacheHits	0
189	Router2	CacheMisses	41
189.5	Router2	CacheHits	0
189.5	Router2	CacheMisses	45
190	Router2	CacheHits	0
190	Router2	CacheMisses	43
190.5	Router2	CacheHits	0
190.5	Router2	CacheMisses	40
191	Router2	CacheHits	0
191	Router2	CacheMisses	46
191.5	Router2	CacheHits	0
191.5	Router2	CacheMisses	45
192	Router2	CacheHits	0
192	Router2	CacheMisses	42
192.5	Router2	CacheHits	0
192.5	Router2	CacheMisses	38
193	Router2	CacheHits	0
193	Router2	CacheMisses	41
193.5	Router2	CacheHits	0
193.5	Router2	CacheMisses	43
194	Router2	CacheHits	0
194	Router2	CacheMisses	40
194.5	Router2	CacheHits	0
194.5	Router2	CacheMisses	42
195	Router2	CacheHits	0
195	Router2	CacheMisses	43
195.5	Router2	CacheHits	0
195.5	Router2	CacheMisses	40
196	Router2	CacheHits	0
196	Router2	CacheMisses	47
196.5	Router2	CacheHits	0
196.5	Router2	CacheMisses	45
197	Router2	CacheHits	0
197	Router2	CacheMisses	46
197.5	Router2	CacheHits	0
197.5	Router2	CacheMisses	45
198	Router2	CacheHits	0
198	Router2	CacheMisses	46
198.5	Router2	CacheHits	0
198.5	Router2	CacheMisses	45
199	Router2	CacheHits	0
199	Router2	CacheMisses	44
199.5	Router2	CacheHits	0
199.5	Router2	CacheMisses	44
200	Router2	CacheHits	0
200	Router2	CacheMisses	45
200.5	Router2	CacheHits	0
200.5	Router2	CacheMisses	46
201	Router2	CacheHits	0
201	Router2	CacheMisses	45
201.5	Router2	CacheHits	0
201.5	Router2	CacheMisses	46
202	Router2	CacheHits	0
202	Router2	CacheMisses	45
202.5	Router2	CacheHits	0
202.5	Router2	CacheMisses	42
203	Router2	CacheHits	0
203	Router2	CacheMisses	46
203.5	Router2	CacheHits	0
203.5	Router2	CacheMisses	46
204	Router2	CacheHits	0
204	Router2	CacheMisses	42
204.5	Router2	CacheHits	0
204.5	Router2	CacheMisses	45
205	Router2	CacheHits	0
205	Router2	CacheMisses	46
205.5	Router2	CacheHits	0
205.5	Router2	CacheMisses	37
206	Router2	CacheHits	0
206	Router2	CacheMisses	46
206.5	Router2	CacheHits	0
206.5	Router2	CacheMisses	38
207	Router2	CacheHits	0
207	Router2	CacheMisses	41
207.5	Router2	CacheHits	0
207.5	Router2	CacheMisses	46
208	Router2	CacheHits	0
208	Router2	CacheMisses	45
208.5	Router2	CacheHits	0
208.5	Router2	CacheMisses	46
209	Router2	CacheHits	0
209	Router2	CacheMisses	40
209.5	Router2	CacheHits	0
209.5	Router2	CacheMisses	43
210	Router2	CacheHits	0
210	Router2	CacheMisses	42
210.5	Router2	CacheHits	0
210.5	Router2	CacheMisses	46
211	Router2	CacheHits	0
211	Router2	CacheMisses	41
211.5	Router2	CacheHits	0
211.5	Router2	CacheMisses	42
212	Router2	CacheHits	0
212	Router2	CacheMisses	46
212.5	Router2	CacheHits	0
212.5	Router2	CacheMisses	42
213	Router2	CacheHits	0
213	Router2	CacheMisses	45
213.5	Router2	CacheHits	0
213.5	Router2	CacheMisses	42
214	Router2	CacheHits	0
214	Router2	CacheMisses	41
214.5	Router2	CacheHits	0
214.5	Router2	CacheMisses	46
215	Router2	CacheHits	0
215	Router2	CacheMisses	42
215.5	Router2	CacheHits	0
215.5	Router2	CacheMisses	45
216	Router2	CacheHits	0
216	Router2	CacheMisses	42
216.5	Router2	CacheHits	0
216.5	Router2	CacheMisses	46
217	Router2	CacheHits	0
217	Router2	CacheMisses	42
217.5	Router2	CacheHits	0
217.5	Router2	CacheMisses	40
218	Router2	CacheHits	0
218	Router2	CacheMisses	47
218.5	Router2	CacheHits	0
218.5	Router2	CacheMisses	45
219	Router2	CacheHits	0
219	Router2	CacheMisses	42
219.5	Router2	CacheHits	0
219.5	Router2	CacheMisses	42
220	Router2	CacheHits	0
220	Router2	CacheMisses	45
220.5	Router2	CacheHits	0
220.5	Router2	CacheMisses	46
221	Router2	CacheHits	0
221	Router2	CacheMisses	37
221.5	Router2	CacheHits	0
221.5	Router2	CacheMisses	46
222	Router2	CacheHits	0
222	Router2	CacheMisses	46
222.5	Router2	CacheHits	0
222.5	Router2	CacheMisses	45
223	Router2	CacheHits	0
223	Router2	CacheMisses	46
223.5	Router2	CacheHits	0
223.5	Router2	CacheMisses	45
224	Router2	CacheHits	0
224	Router2	CacheMisses	42
224.5	Router2	CacheHits	0
224.5	Router2	CacheMisses	45
225	Router2	CacheHits	0
225	Router2	CacheMisses	39
225.5	Router2	CacheHits	0
